Par,Origen,Destino,SaltosMinimos,Seed,Estado,TiempoSegundos,TamanoPareto,PoblacionUnica,DiversidadPoblacion,DiversidadFrente,MejorLatencia,MejorPerdida,MejorJitter,MejorAnchoBanda,GapLatencia,GapPerdida,GapJitter,GapAnchoBanda,OptimoLatencia,OptimoPerdida,OptimoJitter,OptimoAnchoBanda,OptimosAlcanzados,TodosOptimos
P04,22,92,2,2,OK,54.26081190002151,20,30,0.9384219534821785,0.8687698412698412,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,0.0,0.0,0.0,8.746247283251623,True,True,True,False,3,False
P04,22,92,2,3,OK,66.47614090004936,21,30,0.9433003765496002,0.8689467807324951,32.744690824397125,0.003673527410583022,3.5937157683551857,461.04803269298617,0.0,0.0,0.0,15.042686269257228,True,True,True,False,3,False
P04,22,92,2,4,OK,53.84676370001398,22,30,0.9287249882043317,0.8567404096624877,32.744690824397125,0.003673527410583022,3.5937157683551857,526.3013755645835,0.0,0.0,0.0,3.0184538049282263,True,True,True,False,3,False
P04,22,92,2,5,OK,54.596042399993166,22,30,0.9334566496154273,0.867819349962207,32.744690824397125,0.003673527410583022,3.5937157683551857,526.3013755645835,0.0,0.0,0.0,3.0184538049282263,True,True,True,False,3,False
P04,22,92,2,6,OK,54.282949699962046,19,30,0.9546417861172704,0.8641713711889153,32.744690824397125,0.003673527410583022,3.5937157683551857,461.04803269298617,0.0,0.0,0.0,15.042686269257228,True,True,True,False,3,False
P04,22,92,2,7,OK,55.68311939999694,22,30,0.9453514367187951,0.868417128806739,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P04,22,92,2,8,OK,54.89049789996352,21,30,0.9435352904694517,0.8675786779358209,32.744690824397125,0.003673527410583022,3.5937157683551857,523.0799628256246,0.0,0.0,0.0,3.6120634796542124,True,True,True,False,3,False
P04,22,92,2,9,OK,53.77101130003575,22,30,0.9388123882678645,0.8560741927625045,32.744690824397125,0.003673527410583022,3.5937157683551857,526.3013755645835,0.0,0.0,0.0,3.0184538049282263,True,True,True,False,3,False
P04,22,92,2,10,OK,57.60345459997188,21,30,0.9325949790545807,0.872816046387475,32.744690824397125,0.003673527410583022,3.5937157683551857,483.22310659223547,0.0,0.0,0.0,10.956485750719393,True,True,True,False,3,False
P05,46,26,3,1,OK,54.876784799969755,10,30,0.9403853231564532,0.8296737213403881,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,2,OK,56.67830760002835,10,30,0.9482564646364001,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,3,OK,56.874500999983866,10,30,0.9444797903172855,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,4,OK,57.16492139996262,10,30,0.945841645583025,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,5,OK,56.96160570002394,10,30,0.9509888615514774,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,6,OK,55.434456999995746,10,30,0.9312187686971503,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,7,OK,56.27269710000837,10,30,0.9563397199467284,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,8,OK,56.538078299956396,10,30,0.9490132203838221,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,9,OK,55.26610329997493,10,30,0.9391838748735301,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P05,46,26,3,10,OK,57.884666300029494,10,30,0.9364477763615696,0.8296737213403879,40.78062777922707,0.0032748105606806854,2.837479768794644,606.3435702076476,0.0,0.0,0.0,0.5317838211367627,True,True,True,False,3,False
P06,94,63,4,1,OK,83.04433990002144,46,30,0.9521930220903101,0.91511453388265,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,2,OK,68.6698070000275,49,30,0.9394424916630226,0.9112961183752001,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,3,OK,75.27594570000656,49,30,0.9427714140439666,0.911609660653028,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,4,OK,67.91786950000096,48,30,0.9419939249597754,0.9126182795730667,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,5,OK,67.77504479995696,49,30,0.950782627694478,0.912354137736791,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,6,OK,69.09000269998796,49,30,0.9468023596748051,0.912515616469698,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,7,OK,69.64036870002747,50,30,0.9364512253371383,0.9139879077838262,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,8,OK,67.56838390004123,47,30,0.9424599156906567,0.9093197402864378,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,9,OK,121.16897609998705,45,30,0.9462318585983733,0.9063097060066757,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
P06,94,63,4,10,OK,67.34244939999189,46,30,0.9445081855705654,0.9085925856215712,68.78987762967053,0.004078870724362416,3.5043540336171812,483.22310659223547,0.0,0.0,0.0,0.0,True,True,True,True,4,True
