Solucion,Ruta,Saltos,Latencia,Perdida,Jitter,AnchoBanda,Seed
23,52->40->24->7->18->0->96,6,123.43456518764305,0.0063524638055224,14.784011827385644,502.5541629259638,3
24,52->8->41->5->96,4,70.16844484173127,0.0068394615602183,5.588022128735142,104.9906452443194,3
25,52->18->7->13->5->96,5,74.9922787761628,0.0102290171823732,5.01415986307217,132.02530363108585,3
26,52->19->18->50->55->5->96,6,132.55101435438152,0.0109197091150328,4.469492525739437,237.02158543918435,3
27,52->18->50->55->5->96,5,115.51562361105816,0.0082035489912309,3.0303458827448297,191.39825806115925,3
28,52->19->60->33->54->0->96,6,154.38727453181798,0.0043924035876907,10.814252083390643,237.02158543918435,3
29,52->19->18->0->4->96,5,66.23581777404365,0.0072946798125587,8.587472812589201,237.02158543918435,3
30,52->19->18->7->5->96,5,97.14482441426442,0.0106423557371957,4.74660430132167,237.02158543918435,3
31,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435,3
32,52->8->41->0->4->96,5,45.220932391797305,0.0113468481075127,10.420705252387588,104.9906452443194,3
33,52->40->24->22->19->18->0->96,7,129.84967903920108,0.0092464828424889,13.48844256489415,461.04803269298617,3
34,52->19->45->0->5->96,5,101.70661237669634,0.0092207665572692,4.134918756548508,195.0598831034584,3
35,52->8->26->7->18->0->4->96,7,48.52194631209497,0.0092505115651574,13.167264405016148,104.9906452443194,3
1,52->18->0->96,3,76.00926963713992,0.0018911284788719,5.482324348171019,191.39825806115925,4
2,52->8->31->0->4->96,5,32.595099345668615,0.0094881357057065,8.997522501124422,87.36729559635947,4
3,52->18->7->5->96,4,80.10943367094109,0.0079254339601771,3.3074576583270625,191.39825806115925,4
4,52->18->0->4->96,4,49.20042703072031,0.004568564824496,7.148326169594593,191.39825806115925,4
5,52->18->0->5->96,4,75.60181910067071,0.005578090475268,3.8980187632171095,191.39825806115925,4
6,52->8->26->5->96,4,54.67184394729789,0.007020244694735,4.635326058370969,104.9906452443194,4
7,52->19->5->96,3,78.48369407641349,0.0051094211668836,4.774695711559714,237.02158543918435,4
8,52->19->22->96,3,104.0888706151946,0.0048824634410687,6.668926761412449,237.02158543918435,4
9,52->19->26->5->96,4,85.33211317188263,0.0057636462204131,3.3698800742141355,129.61621770616708,4
10,52->19->9->4->96,4,76.10462171210511,0.0074882317174171,5.373128045900009,237.02158543918435,4
11,52->40->6->0->96,4,117.8183757689714,0.0065034124565241,9.48272492796548,329.225065645651,4
12,52->40->6->5->96,4,71.88285198784207,0.0065173839518483,7.805829597834694,437.82494266122296,4
13,52->19->18->0->4->96,5,66.23581777404365,0.0072946798125587,8.587472812589201,237.02158543918435,4
14,52->8->71->5->96,4,55.96905905010976,0.0070031171467477,5.1201135864508815,104.9906452443194,4
15,52->19->18->0->96,4,93.04466038046326,0.00462457596528,6.921470991165626,237.02158543918435,4
16,52->18->7->39->5->96,5,97.24147504105616,0.0094483477389912,2.799579872320858,191.39825806115925,4
17,52->8->41->5->96,4,70.16844484173127,0.0068394615602183,5.588022128735142,104.9906452443194,4
18,52->19->9->4->5->96,5,105.86491211490254,0.0082336050958513,4.141683309716964,202.8870475816289,4
19,52->40->24->7->3->0->96,6,126.86134130128086,0.0063660402246655,14.256351135371848,508.4479901465887,4
20,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352,8.28198638238044,237.02158543918435,4
21,52->8->35->0->4->96,5,39.90176115582595,0.0124245007900364,9.318790641110626,104.9906452443194,4
22,52->18->0->13->5->96,5,72.8039050971172,0.0083967940847501,6.181263242014537,132.02530363108585,4
23,52->8->20->5->96,4,56.78412120989967,0.0069031823385388,6.701224152072496,104.9906452443194,4
24,52->40->24->7->18->0->96,6,123.43456518764305,0.0063524638055224,14.784011827385644,502.5541629259638,4
25,52->19->45->0->4->96,5,75.30522030674594,0.0082149389092333,7.385226162925992,195.0598831034584,4
26,52->19->18->7->5->96,5,97.14482441426442,0.0106423557371957,4.74660430132167,237.02158543918435,4
27,52->19->60->33->54->0->96,6,154.38727453181798,0.0043924035876907,10.814252083390643,237.02158543918435,4
28,52->19->18->50->55->5->96,6,132.55101435438152,0.0109197091150328,4.469492525739437,237.02158543918435,4
29,52->18->50->55->5->96,5,115.51562361105816,0.0082035489912309,3.0303458827448297,191.39825806115925,4
30,52->8->41->0->4->96,5,45.220932391797305,0.0113468481075127,10.420705252387588,104.9906452443194,4
31,52->19->45->0->5->96,5,101.70661237669634,0.0092207665572692,4.134918756548508,195.0598831034584,4
32,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435,4
33,52->40->68->37->87->0->5->96,7,189.22804441449435,0.013338754703343,7.745684082735371,259.2512267791424,4
34,52->8->26->7->18->0->4->96,7,48.52194631209497,0.0092505115651574,13.167264405016148,104.9906452443194,4
1,52->18->0->96,3,76.00926963713992,0.0018911284788719,5.482324348171019,191.39825806115925,5
2,52->8->31->0->4->96,5,32.595099345668615,0.0094881357057065,8.997522501124422,87.36729559635947,5
3,52->8->26->5->96,4,54.67184394729789,0.007020244694735,4.635326058370969,104.9906452443194,5
4,52->18->0->4->96,4,49.20042703072031,0.004568564824496,7.148326169594593,191.39825806115925,5
5,52->18->7->5->96,4,80.10943367094109,0.0079254339601771,3.3074576583270625,191.39825806115925,5
6,52->18->0->5->96,4,75.60181910067071,0.005578090475268,3.8980187632171095,191.39825806115925,5
7,52->18->7->39->5->96,5,97.24147504105616,0.0094483477389912,2.799579872320858,191.39825806115925,5
8,52->19->5->96,3,78.48369407641349,0.0051094211668836,4.774695711559714,237.02158543918435,5
9,52->19->9->4->5->96,5,105.86491211490254,0.0082336050958513,4.141683309716964,202.8870475816289,5
10,52->19->9->4->96,4,76.10462171210511,0.0074882317174171,5.373128045900009,237.02158543918435,5
11,52->19->22->96,3,104.0888706151946,0.0048824634410687,6.668926761412449,237.02158543918435,5
12,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352,8.28198638238044,237.02158543918435,5
13,52->40->6->5->96,4,71.88285198784207,0.0065173839518483,7.805829597834694,437.82494266122296,5
14,52->40->6->18->0->96,5,114.50149034138984,0.0058525566157039,13.434624384500104,444.7787074988309,5
15,52->19->18->0->96,4,93.04466038046326,0.00462457596528,6.921470991165626,237.02158543918435,5
16,52->19->45->0->4->96,5,75.30522030674594,0.0082149389092333,7.385226162925992,195.0598831034584,5
17,52->19->26->5->96,4,85.33211317188263,0.0057636462204131,3.3698800742141355,129.61621770616708,5
18,52->40->6->0->96,4,117.8183757689714,0.0065034124565241,9.48272492796548,329.225065645651,5
19,52->8->71->5->96,4,55.96905905010976,0.0070031171467477,5.1201135864508815,104.9906452443194,5
20,52->8->20->5->96,4,56.78412120989967,0.0069031823385388,6.701224152072496,104.9906452443194,5
21,52->19->60->33->54->0->96,6,154.38727453181798,0.0043924035876907,10.814252083390643,237.02158543918435,5
22,52->18->50->55->5->96,5,115.51562361105816,0.0082035489912309,3.0303458827448297,191.39825806115925,5
23,52->8->41->5->96,4,70.16844484173127,0.0068394615602183,5.588022128735142,104.9906452443194,5
24,52->19->45->0->5->96,5,101.70661237669634,0.0092207665572692,4.134918756548508,195.0598831034584,5
25,52->19->18->0->4->96,5,66.23581777404365,0.0072946798125587,8.587472812589201,237.02158543918435,5
26,52->18->0->13->5->96,5,72.8039050971172,0.0083967940847501,6.181263242014537,132.02530363108585,5
27,52->19->18->7->5->96,5,97.14482441426442,0.0106423557371957,4.74660430132167,237.02158543918435,5
28,52->8->35->0->4->96,5,39.90176115582595,0.0124245007900364,9.318790641110626,104.9906452443194,5
29,52->8->41->0->4->96,5,45.220932391797305,0.0113468481075127,10.420705252387588,104.9906452443194,5
30,52->40->6->19->18->0->96,6,147.20146829451164,0.0089616611106376,13.282381852089284,444.7787074988309,5
31,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435,5
32,52->40->24->7->75->0->96,6,154.8693498281898,0.0083169531908429,14.358523396036308,508.4479901465887,5
1,52->18->0->96,3,76.00926963713992,0.0018911284788719,5.482324348171019,191.39825806115925,6
2,52->8->31->0->4->96,5,32.595099345668615,0.0094881357057065,8.997522501124422,87.36729559635947,6
3,52->8->26->5->96,4,54.67184394729789,0.007020244694735,4.635326058370969,104.9906452443194,6
4,52->19->22->96,3,104.0888706151946,0.0048824634410687,6.668926761412449,237.02158543918435,6
5,52->18->0->5->96,4,75.60181910067071,0.005578090475268,3.8980187632171095,191.39825806115925,6
6,52->18->7->5->96,4,80.10943367094109,0.0079254339601771,3.3074576583270625,191.39825806115925,6
7,52->19->9->4->96,4,76.10462171210511,0.0074882317174171,5.373128045900009,237.02158543918435,6
8,52->19->5->96,3,78.48369407641349,0.0051094211668836,4.774695711559714,237.02158543918435,6
9,52->18->50->55->5->96,5,115.51562361105816,0.0082035489912309,3.0303458827448297,191.39825806115925,6
10,52->19->18->7->5->96,5,97.14482441426442,0.0106423557371957,4.74660430132167,237.02158543918435,6
11,52->40->6->5->96,4,71.88285198784207,0.0065173839518483,7.805829597834694,437.82494266122296,6
12,52->19->45->0->4->96,5,75.30522030674594,0.0082149389092333,7.385226162925992,195.0598831034584,6
13,52->19->26->5->96,4,85.33211317188263,0.0057636462204131,3.3698800742141355,129.61621770616708,6
14,52->19->18->50->55->5->96,6,132.55101435438152,0.0109197091150328,4.469492525739437,237.02158543918435,6
15,52->8->20->5->96,4,56.78412120989967,0.0069031823385388,6.701224152072496,104.9906452443194,6
16,52->18->0->4->96,4,49.20042703072031,0.004568564824496,7.148326169594593,191.39825806115925,6
17,52->40->6->0->96,4,117.8183757689714,0.0065034124565241,9.48272492796548,329.225065645651,6
18,52->18->7->13->5->96,5,74.9922787761628,0.0102290171823732,5.01415986307217,132.02530363108585,6
19,52->8->71->5->96,4,55.96905905010976,0.0070031171467477,5.1201135864508815,104.9906452443194,6
20,52->18->7->39->5->96,5,97.24147504105616,0.0094483477389912,2.799579872320858,191.39825806115925,6
21,52->8->41->5->96,4,70.16844484173127,0.0068394615602183,5.588022128735142,104.9906452443194,6
22,52->19->60->33->54->0->96,6,154.38727453181798,0.0043924035876907,10.814252083390643,237.02158543918435,6
23,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435,6
24,52->19->9->4->5->96,5,105.86491211490254,0.0082336050958513,4.141683309716964,202.8870475816289,6
25,52->19->18->0->96,4,93.04466038046326,0.00462457596528,6.921470991165626,237.02158543918435,6
26,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352,8.28198638238044,237.02158543918435,6
27,52->8->41->0->4->96,5,45.220932391797305,0.0113468481075127,10.420705252387588,104.9906452443194,6
28,52->19->18->0->4->96,5,66.23581777404365,0.0072946798125587,8.587472812589201,237.02158543918435,6
29,52->40->24->7->3->0->96,6,126.86134130128086,0.0063660402246655,14.256351135371848,508.4479901465887,6
30,52->40->6->18->0->96,5,114.50149034138984,0.0058525566157039,13.434624384500104,444.7787074988309,6
31,52->8->35->0->4->96,5,39.90176115582595,0.0124245007900364,9.318790641110626,104.9906452443194,6
32,52->19->45->0->5->96,5,101.70661237669634,0.0092207665572692,4.134918756548508,195.0598831034584,6
33,52->19->60->33->54->18->0->96,7,145.69595689863343,0.0039800707773183,12.042140286812815,237.02158543918435,6
1,52->18->0->4->96,4,49.20042703072031,0.004568564824496,7.148326169594593,191.39825806115925,7
2,52->18->0->96,3,76.00926963713992,0.0018911284788719,5.482324348171019,191.39825806115925,7
3,52->18->7->5->96,4,80.10943367094109,0.0079254339601771,3.3074576583270625,191.39825806115925,7
4,52->19->9->4->96,4,76.10462171210511,0.0074882317174171,5.373128045900009,237.02158543918435,7
5,52->8->26->5->96,4,54.67184394729789,0.007020244694735,4.635326058370969,104.9906452443194,7
6,52->8->31->0->4->96,5,32.595099345668615,0.0094881357057065,8.997522501124422,87.36729559635947,7
7,52->18->7->39->5->96,5,97.24147504105616,0.0094483477389912,2.799579872320858,191.39825806115925,7
8,52->19->22->96,3,104.0888706151946,0.0048824634410687,6.668926761412449,237.02158543918435,7
9,52->19->26->5->96,4,85.33211317188263,0.0057636462204131,3.3698800742141355,129.61621770616708,7
10,52->19->5->96,3,78.48369407641349,0.0051094211668836,4.774695711559714,237.02158543918435,7
11,52->18->50->55->5->96,5,115.51562361105816,0.0082035489912309,3.0303458827448297,191.39825806115925,7
12,52->19->9->4->5->96,5,105.86491211490254,0.0082336050958513,4.141683309716964,202.8870475816289,7
13,52->40->6->0->96,4,117.8183757689714,0.0065034124565241,9.48272492796548,329.225065645651,7
14,52->18->0->5->96,4,75.60181910067071,0.005578090475268,3.8980187632171095,191.39825806115925,7
15,52->19->18->0->96,4,93.04466038046326,0.00462457596528,6.921470991165626,237.02158543918435,7
16,52->40->6->5->96,4,71.88285198784207,0.0065173839518483,7.805829597834694,437.82494266122296,7
17,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352,8.28198638238044,237.02158543918435,7
18,52->8->20->5->96,4,56.78412120989967,0.0069031823385388,6.701224152072496,104.9906452443194,7
19,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435,7
20,52->19->18->7->5->96,5,97.14482441426442,0.0106423557371957,4.74660430132167,237.02158543918435,7
21,52->18->0->13->5->96,5,72.8039050971172,0.0083967940847501,6.181263242014537,132.02530363108585,7
22,52->8->41->5->96,4,70.16844484173127,0.0068394615602183,5.588022128735142,104.9906452443194,7
23,52->8->35->0->4->96,5,39.90176115582595,0.0124245007900364,9.318790641110626,104.9906452443194,7
24,52->8->41->0->4->96,5,45.220932391797305,0.0113468481075127,10.420705252387588,104.9906452443194,7
25,52->19->60->33->54->0->96,6,154.38727453181798,0.0043924035876907,10.814252083390643,237.02158543918435,7
26,52->19->60->33->54->18->0->96,7,145.69595689863343,0.0039800707773183,12.042140286812815,237.02158543918435,7
27,52->8->71->5->96,4,55.96905905010976,0.0070031171467477,5.1201135864508815,104.9906452443194,7
28,52->19->18->0->4->96,5,66.23581777404365,0.0072946798125587,8.587472812589201,237.02158543918435,7
29,52->40->24->7->3->0->96,6,126.86134130128086,0.0063660402246655,14.256351135371848,508.4479901465887,7
30,52->40->6->18->0->96,5,114.50149034138984,0.0058525566157039,13.434624384500104,444.7787074988309,7
31,52->19->45->0->5->96,5,101.70661237669634,0.0092207665572692,4.134918756548508,195.0598831034584,7
32,52->19->45->0->4->96,5,75.30522030674594,0.0082149389092333,7.385226162925992,195.0598831034584,7
33,52->18->7->13->5->96,5,74.9922787761628,0.0102290171823732,5.01415986307217,132.02530363108585,7
34,52->19->18->50->55->5->96,6,132.55101435438152,0.0109197091150328,4.469492525739437,237.02158543918435,7
1,52->18->0->96,3,76.00926963713992,0.0018911284788719,5.482324348171019,191.39825806115925,8
2,52->8->31->0->4->96,5,32.595099345668615,0.0094881357057065,8.997522501124422,87.36729559635947,8
3,52->18->0->4->96,4,49.20042703072031,0.004568564824496,7.148326169594593,191.39825806115925,8
4,52->18->0->5->96,4,75.60181910067071,0.005578090475268,3.8980187632171095,191.39825806115925,8
5,52->18->7->5->96,4,80.10943367094109,0.0079254339601771,3.3074576583270625,191.39825806115925,8
6,52->8->26->5->96,4,54.67184394729789,0.007020244694735,4.635326058370969,104.9906452443194,8
7,52->19->22->96,3,104.0888706151946,0.0048824634410687,6.668926761412449,237.02158543918435,8
8,52->8->20->5->96,4,56.78412120989967,0.0069031823385388,6.701224152072496,104.9906452443194,8
9,52->19->5->96,3,78.48369407641349,0.0051094211668836,4.774695711559714,237.02158543918435,8
10,52->19->18->0->96,4,93.04466038046326,0.00462457596528,6.921470991165626,237.02158543918435,8
11,52->19->9->4->96,4,76.10462171210511,0.0074882317174171,5.373128045900009,237.02158543918435,8
12,52->19->26->5->96,4,85.33211317188263,0.0057636462204131,3.3698800742141355,129.61621770616708,8
13,52->40->6->5->96,4,71.88285198784207,0.0065173839518483,7.805829597834694,437.82494266122296,8
14,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352,8.28198638238044,237.02158543918435,8
15,52->18->7->39->5->96,5,97.24147504105616,0.0094483477389912,2.799579872320858,191.39825806115925,8
16,52->8->41->5->96,4,70.16844484173127,0.0068394615602183,5.588022128735142,104.9906452443194,8
17,52->40->6->0->96,4,117.8183757689714,0.0065034124565241,9.48272492796548,329.225065645651,8
18,52->19->9->4->5->96,5,105.86491211490254,0.0082336050958513,4.141683309716964,202.8870475816289,8
19,52->8->35->0->4->96,5,39.90176115582595,0.0124245007900364,9.318790641110626,104.9906452443194,8
20,52->8->71->5->96,4,55.96905905010976,0.0070031171467477,5.1201135864508815,104.9906452443194,8
21,52->18->50->55->5->96,5,115.51562361105816,0.0082035489912309,3.0303458827448297,191.39825806115925,8
22,52->19->18->7->5->96,5,97.14482441426442,0.0106423557371957,4.74660430132167,237.02158543918435,8
23,52->40->24->7->18->0->96,6,123.43456518764305,0.0063524638055224,14.784011827385644,502.5541629259638,8
24,52->19->45->0->4->96,5,75.30522030674594,0.0082149389092333,7.385226162925992,195.0598831034584,8
25,52->40->6->18->0->96,5,114.50149034138984,0.0058525566157039,13.434624384500104,444.7787074988309,8
26,52->18->0->13->5->96,5,72.8039050971172,0.0083967940847501,6.181263242014537,132.02530363108585,8
27,52->19->45->0->5->96,5,101.70661237669634,0.0092207665572692,4.134918756548508,195.0598831034584,8
28,52->19->60->33->54->18->0->96,7,145.69595689863343,0.0039800707773183,12.042140286812815,237.02158543918435,8
29,52->19->18->0->4->96,5,66.23581777404365,0.0072946798125587,8.587472812589201,237.02158543918435,8
30,52->19->60->33->54->0->96,6,154.38727453181798,0.0043924035876907,10.814252083390643,237.02158543918435,8
31,52->40->68->37->27->8->3->0->96,8,223.5914922931132,0.0095393914705063,13.843144049123008,487.2560359772219,8
32,52->8->41->0->4->96,5,45.220932391797305,0.0113468481075127,10.420705252387588,104.9906452443194,8
33,52->40->24->7->3->0->96,6,126.86134130128086,0.0063660402246655,14.256351135371848,508.4479901465887,8
34,52->18->7->13->5->96,5,74.9922787761628,0.0102290171823732,5.01415986307217,132.02530363108585,8
35,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435,8
1,52->18->7->5->96,4,80.10943367094109,0.0079254339601771,3.3074576583270625,191.39825806115925,9
2,52->18->0->96,3,76.00926963713992,0.0018911284788719,5.482324348171019,191.39825806115925,9
3,52->18->0->4->96,4,49.20042703072031,0.004568564824496,7.148326169594593,191.39825806115925,9
4,52->8->26->5->96,4,54.67184394729789,0.007020244694735,4.635326058370969,104.9906452443194,9
5,52->8->31->0->4->96,5,32.595099345668615,0.0094881357057065,8.997522501124422,87.36729559635947,9
6,52->18->0->5->96,4,75.60181910067071,0.005578090475268,3.8980187632171095,191.39825806115925,9
7,52->19->9->4->96,4,76.10462171210511,0.0074882317174171,5.373128045900009,237.02158543918435,9
8,52->19->5->96,3,78.48369407641349,0.0051094211668836,4.774695711559714,237.02158543918435,9
9,52->19->22->96,3,104.0888706151946,0.0048824634410687,6.668926761412449,237.02158543918435,9
10,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352,8.28198638238044,237.02158543918435,9
